ad_num_voie,ad_rep,ad_voie,ad_cp,ad_ban,ad_bat,ad_esc,ad_etage,ad_num_app,ad_lot,id_num,nuit_t1,nuit_n-1,nom_loueur,res_ppale
25,,rue de la Paix,75002,,,,,,,7510200003333,120,70,Paul Leblanc,y # ID Inexistant
26,,rue de Belleville,75020,,,,,,,7512600000001,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
27,,rue de Rivoli,75001,,,,,,,7510100000006,170,90,Sophie Chevalier,y # ID en Doublon
28,,rue de la Paix,75002,,,,,,,7510200002222,110,65,Sophie Martin,y # ID Inexistant
29,,rue de Belleville,75020,,,,,,,7512700000001,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
30,,rue de Rivoli,75001,,,,,,,7510100000007,150,80,Antoine Garcia,y # ID en Doublon
31,,rue de la Paix,75002,,,,,,,7510200001111,120,70,Paul Leblanc,y # ID Inexistant
32,,rue de Belleville,75020,,,,,,,7512800000001,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
33,,rue de Rivoli,75001,,,,,,,7510100000008,130,70,Manon Dupuis,y # ID en Doublon
34,,rue de la Paix,75002,,,,,,,7510200000000,110,65,Sophie Martin,y # ID Inexistant
35,,rue de Belleville,75020,,,,,,,7512900000001,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
36,,rue de Rivoli,75001,,,,,,,7510100000009,110,60,Hugo Lambert,y # ID en Doublon
37,,rue de la Paix,75002,,,,,,,7510200000009,120,70,Paul Leblanc,y # ID Inexistant
38,,rue de Belleville,75020,,,,,,,7513000000001,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
39,,rue de Rivoli,75001,,,,,,,7510100000010,90,50,Chloé Gillet,y # ID en Doublon
40,,rue de la Paix,75002,,,,,,,7510200000008,110,65,Sophie Martin,y # ID Inexistant
41,,rue de Belleville,75020,,,,,,,7513100000001,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
42,,rue de Rivoli,75001,,,,,,,7510100000011,70,40,Nathan Fabre,y # ID en Doublon
43,,rue de la Paix,75002,,,,,,,7510200000007,120,70,Paul Leblanc,y # ID Inexistant
44,,rue de Belleville,75020,,,,,,,7513200000001,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
45,,rue de Rivoli,75001,,,,,,,7510100000012,50,30,Camille Blanc,y # ID en Doublon
46,,rue de la Paix,75002,,,,,,,7510200000006,110,65,Sophie Martin,y # ID Inexistant
47,,rue de Belleville,75020,,,,,,,7513300000001,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
48,,rue de Rivoli,75001,,,,,,,7510100000013,30,20,Louis Clement,y # ID en Doublon
49,,rue de la Paix,75002,,,,,,,7510200000005,120,70,Paul Leblanc,y # ID Inexistant
50,,rue de Belleville,75020,,,,,,,7513400000001,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erronés
740,,boulevard de Grenelle,75015,,,,7.0,,,7510125032514,100,58,Tom Berger,n
49,,rue de la Paix,75002,,,,,,,7510124103315,120,70,Paul Leblanc,y # ID Inexistant
580,,rue de Vaugirard,75015,,,,5.0,,,75219536130550,230,120,Mathis Robin,n
15,,avenue Montaigne,75008,,,,4.0,,,7510142317025,140,80,Alice Roux,y
10,,rue de la Paix,75002,,,,,,,7510170432864,110,65,Sophie Martin,y # ID Inexistant
930,,rue de Lourmel,75015,,,,3.0,,,75678764838843,40,22,Lina Leroy,y
28,,rue de la Paix,75002,,,,,,,7510183254937,110,65,Sophie Martin,y # ID Inexistant
700,,rue de Vaugirard,75015,,,,5.0,,,7510137595245,225,115,Enzo Peltier,n
310,,avenue de Versailles,75016,,,,4.0,,,75643670727564,190,112,Jade Joly,y
980,,boulevard de Grenelle,75015,,,,7.0,,,7510151784105,110,68,Tom Louis,n
41,,rue de Belleville,75020,,,,,,,QEA8YN0UH0DGH,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
890,,rue Lecourbe,75015,,,,2.0,,,7510176140079,90,55,Sofia David,y
780,,rue de Vaugirard,75015,,,,6.0,,,7510147549041,245,125,Mathis Chevalier,y
700,,rue de Vaugirard,75015,,,,5.0,,,7510191563366,225,115,Enzo Peltier,n
150,,boulevard Saint-Germain,75006,,,,3.0,,,7510118809839,260,135,Emma Picard,y
350,,rue de Vaugirard,75015,,,,2.0,,,7635427186023,255,132,Clémence Lacroix,y
220,,boulevard Voltaire,75011,,,,5.0,,,7510157451199,180,105,Valentin Robert,n
470,,rue de Vaugirard,75015,,,,2.0,,,7510106943798,55,30,Chloé Lecomte,y
24,,rue de Rivoli,75001,,,,,,,7510143144530,190,100,Lucas Fournier,y # ID en Doublon
310,,avenue de Versailles,75016,,,,4.0,,,7688686841942,190,112,Jade Joly,y
41,,rue de Belleville,75020,,,,,,,7510133931544,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
19,,rue de la Paix,75002,,,,,,,75252714912809,120,70,Paul Leblanc,y # ID Inexistant
280,,avenue Jean Jaurès,75019,,,,5.0,,,7510108751881,70,35,Théo Caron,y
190,,avenue de Wagram,75017,,,,4.0,,,M8Z5AZEAV6C80,150,90,Inès Thomas,y
42,,rue de Rivoli,75001,,,,,,,7510107652068,70,40,Nathan Fabre,y # ID en Doublon
29,,rue de Belleville,75020,,,,,,,8G4CXIWGLTB0W,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
470,,rue de Vaugirard,75015,,,,2.0,,,7510129157184,55,30,Chloé Lecomte,y
740,,boulevard de Grenelle,75015,,,,7.0,,,7510125673269,100,58,Tom Berger,n
20,,rue de Belleville,75020,,,,,,,7510146596936,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
31,,rue de la Paix,75002,,,,,,,7510186127256,120,70,Paul Leblanc,y # ID Inexistant
230,,rue de Tolbiac,75013,,,,2.0,,,6OJCKTHWVHOPB,80,42,Louise Durand,y
120,,rue du Faubourg Saint-Honoré,75008,,,,6.0,,,7510111370007,80,45,Louis Clement,n
440,,rue de Vaugirard,75015,,,,7.0,,,7510117371222,75,40,Lucas Dupuy,n
34,,rue de la Paix,75002,,,,,,,7510122266585,110,65,Sophie Martin,y # ID Inexistant
37,,rue de la Paix,75002,,,,,,,7510107360259,120,70,Paul Leblanc,y # ID Inexistant
970,,rue Lecourbe,75015,,,,4.0,,,7510168695449,220,112,Sarah Robin,y
50,,rue de Belleville,75020,,,,,,,7510104641108,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erronés
700,,rue de Vaugirard,75015,,,,5.0,,,7510190988943,225,115,Enzo Peltier,n
38,,rue de Belleville,75020,,,,,,,7510131743468,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
400,,rue de Vaugirard,75015,,,,5.0,,,7510149941427,50,26,Maxence Faure,n
620,,rue de Vaugirard,75015,,,,7.0,,,75352847916218,105,60,Hugo Thomas,n
520,,rue de Vaugirard,75015,,,,5.0,,,75696837324126,120,72,Maxence Rolland,n
500,,rue de Vaugirard,75015,,,,7.0,,,178S96PIB0Q00,65,35,Enzo Aubert,n
960,,rue de Vaugirard,75015,,,,6.0,,,7510110762102,50,28,Maxence Germain,n
28,,rue de la Paix,75002,,,,,,,7510126403190,110,65,Sophie Martin,y # ID Inexistant
44,,rue de Belleville,75020,,,,,,,7510180001581,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
870,,rue de la Croix Nivert,75015,,,,3.0,,,7510173547870,115,68,Eva Lambert,y
520,,rue de Vaugirard,75015,,,,5.0,,,7510169343715,120,72,Maxence Rolland,n
400,,rue de Vaugirard,75015,,,,5.0,,,2A2X5KNB0FQLN,50,26,Maxence Faure,n
510,,rue de la Croix Nivert,75015,,,,3.0,,,7510114717037,240,125,Eva Remy,y
50,,rue Montmartre,75002,,,,2.0,,,7510144345398,110,65,Sophie Chevalier,n
15,,rue de Rivoli,75001,,,,,,,7510159273550,250,130,Alice Roux,y # ID en Doublon
30,,rue de Rivoli,75001,,,,,,,7510144671914,150,80,Antoine Garcia,y # ID en Doublon
190,,avenue de Wagram,75017,,,,4.0,,,75839988966730,150,90,Inès Thomas,y
160,,avenue Victor Hugo,75016,,,,5.0,,,7510190009001,120,70,Adam Rousseau,n
49,,rue de la Paix,75002,,,,,,,7510102331573,120,70,Paul Leblanc,y # ID Inexistant
380,,rue de Vaugirard,75015,,,,7.0,,,7510102023675,275,150,Mathis Richard,y
960,,rue de Vaugirard,75015,,,,6.0,,,7510179110750,50,28,Maxence Germain,n
910,,rue de Vaugirard,75015,,,,4.0,,,P36N26IGRLHNS,265,145,Clémence Fontaine,y
630,,rue de la Croix Nivert,75015,,,,3.0,,,7510111928681,70,38,Sofia Dupont,y
210,,rue Lafayette,75010,,,,3.0,,,7510114813781,120,72,Charlotte Petit,y
470,,rue de Vaugirard,75015,,,,2.0,,,7510178607781,55,30,Chloé Lecomte,y
49,,rue de la Paix,75002,,,,,,,7510183082400,120,70,Paul Leblanc,y # ID Inexistant
810,,rue Lecourbe,75015,,,,3.0,,,75476961491734,85,48,Sarah Guillaume,y
28,,rue de la Paix,75002,,,,,,,75339583574771,110,65,Sophie Martin,y # ID Inexistant
270,,rue de Belleville,75019,,,,3.0,,,DY65B3W0DPHPW,165,98,Manon Lefevre,y
620,,rue de Vaugirard,75015,,,,7.0,,,7510171857688,105,60,Hugo Thomas,n
880,,rue de Vaugirard,75015,,,,5.0,,,7510108476682,170,100,Maxence Le Roux,n
36,,rue de Rivoli,75001,,,,,,,75898580052932,110,60,Hugo Lambert,y # ID en Doublon
15,,avenue Montaigne,75008,,,,4.0,,,DRISNKRWDPHWT,140,80,Alice Roux,y
190,,avenue de Wagram,75017,,,,4.0,,,7510146705021,150,90,Inès Thomas,y
610,,rue de la Convention,75015,,,,4.0,,,7510101463417,90,52,Sarah Rodrigues,y
370,,rue de Lourmel,75015,,,,4.0,,,7510102892860,45,24,Lina Royer,y
900,,boulevard de Grenelle,75015,,,,6.0,,,7510120793091,105,60,Tom Michel,n
48,,rue de Rivoli,75001,,,,,,,75788366734187,30,20,Louis Clement,y # ID en Doublon
36,,rue de Rivoli,75001,,,,,,,75804122103370,110,60,Hugo Lambert,y # ID en Doublon
990,,rue de Vaugirard,75015,,,,3.0,,,75210461463530,160,95,Clémence Aubry,y
49,,rue de la Paix,75002,,,,,,,7510163187179,120,70,Paul Leblanc,y # ID Inexistant
240,,avenue de Saint-Ouen,75018,,,,6.0,,,7510152310165,250,130,Maxime Morel,y
25,,rue de la Paix,75002,,,,,,,7510136710721,120,70,Paul Leblanc,y # ID Inexistant
70,,rue de Rennes,75006,,,,4.0,,,7510128396484,70,30,Manon Dupuis,n
16,,rue de la Paix,75002,,,,,,,7510109932220,110,65,Sophie Martin,y # ID Inexistant
46,,rue de la Paix,75002,,,,,,,7510114893888,110,65,Sophie Martin,y # ID Inexistant
360,,rue de Javel,75015,,,,6.0,,,7510153314426,135,80,Leo Dupont,n
580,,rue de Vaugirard,75015,,,,5.0,,,7510115962242,230,120,Mathis Robin,n
710,,rue de la Croix Nivert,75015,,,,2.0,,,7510169523216,115,70,Eva Roussel,y
27,,rue de Rivoli,75001,,,,,,,7510188496304,170,90,Sophie Chevalier,y # ID en Doublon
920,,rue de Javel,75015,,,,7.0,,,7510132470890,145,85,Leo Jacques,n
45,,rue de Rivoli,75001,,,,,,,7606112243892,50,30,Camille Blanc,y # ID en Doublon
550,,rue de Vaugirard,75015,,,,4.0,,,7510187286233,290,160,Clémence Clement,y
210,,rue Lafayette,75010,,,,3.0,,,75542288812262,120,72,Charlotte Petit,y
300,,rue du Commerce,75015,,,,6.0,,,7510116093162,110,65,Enzo Leroy,n
550,,rue de Vaugirard,75015,,,,4.0,,,7510150223159,290,160,Clémence Clement,y
60,,boulevard Haussmann,75009,,,,6.0,,,7510127765536,270,140,Antoine Garcia,y
20,,rue du Louvre,75001,,,,1.0,,,7510115489157,45,15,Thomas Leclerc,n
240,,avenue de Saint-Ouen,75018,,,,6.0,,,75360739139156,250,130,Maxime Morel,y
40,,avenue de l'Opéra,75009,,,,5.0,,,7510110807958,90,50,Lucas Fournier,y
130,,rue de la Pompe,75016,,,,4.0,,,7510141740287,100,60,Léa Renard,y
39,,rue de Rivoli,75001,,,,,,,7510191025543,90,50,Chloé Gillet,y # ID en Doublon
340,,boulevard de Grenelle,75015,,,,5.0,,,7510175919781,60,32,Tom Giraud,n
80,,avenue des Ternes,75017,,,,7.0,,,7510129000021,240,125,Hugo Lambert,y
29,,rue de Belleville,75020,,,,,,,7510188919937,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
940,,rue de Vaugirard,75015,,,,5.0,,,75471490516660,280,155,Mathis Colin,n
980,,boulevard de Grenelle,75015,,,,7.0,,,7510151585248,110,68,Tom Louis,n
20,,rue du Louvre,75001,,,,1.0,,,PV3QPKJYY0Z1B,45,15,Thomas Leclerc,n
47,,rue de Belleville,75020,,,,,,,7510100000040,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
970,,rue Lecourbe,75015,,,,4.0,,,7510110670056,220,112,Sarah Robin,y
420,,rue de Vaugirard,75015,,,,6.0,,,7510134013162,95,55,Hugo Da Silva,n
12,,rue de Rivoli,75001,,,,,,,7510153811755,270,140,Paul Bertrand,y # ID en Doublon
30,,rue de Rivoli,75004,,,,3.0,,,7510120652688,190,110,Julie Moreau,y
270,,rue de Belleville,75019,,,,3.0,,,7510165282249,165,98,Manon Lefevre,y
860,,rue de Vaugirard,75015,,,,7.0,,,7510156091866,235,120,Mathis Guillou,n
50,,rue de Belleville,75020,,,,,,,7510194417199,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erronés
520,,rue de Vaugirard,75015,,,,5.0,,,7510194209519,120,72,Maxence Rolland,n
430,,rue de la Croix Nivert,75015,,,,4.0,,,7510191672983,110,65,Sofia Martinez,y
38,,rue de Belleville,75020,,,,,,,7510102114531,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
150,,boulevard Saint-Germain,75006,,,,3.0,,,75718261395454,260,135,Emma Picard,y
230,,rue de Tolbiac,75013,,,,2.0,,,7510133367685,80,42,Louise Durand,y
12,,rue de Rivoli,75001,,,,,,,7510170372616,270,140,Paul Bertrand,y # ID en Doublon
27,,rue de Rivoli,75001,,,,,,,7641494496998,170,90,Sophie Chevalier,y # ID en Doublon
46,,rue de la Paix,75002,,,,,,,7510174664009,110,65,Sophie Martin,y # ID Inexistant
40,,avenue de l'Opéra,75009,,,,5.0,,,7510188523765,90,50,Lucas Fournier,y
720,,rue de Vaugirard,75015,,,,6.0,,,7510158800136,180,105,Maxence Legall,y
390,,rue de la Croix Nivert,75015,,,,3.0,,,7510180768754,145,85,Eva Garnier,y
20,,rue du Louvre,75001,,,,1.0,,,7510191427479,45,15,Thomas Leclerc,n
850,,rue de Lourmel,75015,,,,4.0,,,7510167219746,55,30,Lina Perrier,y
41,,rue de Belleville,75020,,,,,,,7510171798939,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
910,,rue de Vaugirard,75015,,,,4.0,,,7510176240800,265,145,Clémence Fontaine,y
40,,rue de la Paix,75002,,,,,,,75340808714400,110,65,Sophie Martin,y # ID Inexistant
70,,rue de Rennes,75006,,,,4.0,,,7510199995379,70,30,Manon Dupuis,n
47,,rue de Belleville,75020,,,,,,,7510127688512,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
840,,rue de Javel,75015,,,,6.0,,,7510151680616,165,98,Leo Philippe,n
24,,rue de Rivoli,75001,,,,,,,7510106875559,190,100,Lucas Fournier,y # ID en Doublon
19,,rue de la Paix,75002,,,,,,,7510121092607,120,70,Paul Leblanc,y # ID Inexistant
47,,rue de Belleville,75020,,,,,,,7510106099939,70,30,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
980,,boulevard de Grenelle,75015,,,,7.0,,,7510183318010,110,68,Tom Louis,n
550,,rue de Vaugirard,75015,,,,4.0,,,7510110402704,290,160,Clémence Clement,y
780,,rue de Vaugirard,75015,,,,6.0,,,7510129002484,245,125,Mathis Chevalier,y
450,,rue Lecourbe,75015,,,,3.0,,,7510106291578,250,130,Anna Berge,y
26,,rue de Belleville,75020,,,,,,,7510169139096,80,40,Julie Bernard,n # ID Inexistant et Arrondissement Erroné
40,,rue de la Paix,75002,,,,,,,IQUOCC70RGTE3,110,65,Sophie Martin,y # ID Inexistant
48,,rue de Rivoli,75001,,,,,,,7510134695389,30,20,Louis Clement,y # ID en Doublon
950,,rue de la Croix Nivert,75015,,,,2.0,,,7510166125287,150,90,Eva Dufour,y
580,,rue de Vaugirard,75015,,,,5.0,,,7510172024036,230,120,Mathis Robin,n
31,,rue de la Paix,75002,,,,,,,7510173600199,120,70,Paul Leblanc,y # ID Inexistant
880,,rue de Vaugirard,75015,,,,5.0,,,7510103094509,170,100,Maxence Le Roux,n
900,,boulevard de Grenelle,75015,,,,6.0,,,7510125562957,105,60,Tom Michel,n
810,,rue Lecourbe,75015,,,,3.0,,,7510179753842,85,48,Sarah Guillaume,y
